2040100	37.73333333	-25.66666667
2040200	38.63333333	-28.53333333
2050480	51.33333333	3.2
2050485	0	0
2059981	0	0
2070810	43.06666667	27.76666667
2070811	42.48333333	27.46666667
2091000	35.03333333	33.28333333
2111240	53.86666667	8.616666667
2130100	41.65	41.65
2130300	0	0
2150100	35.85	14.48333333
2191000	55.55	8.116666667
2240991	41.33333333	2.15
2240992	0	0
2240993	42.7	-8.983333333
2240994	36.01666667	-5.583333333
2240995	28.15	-15.41666667
2240996	43.35	-3.033333333
2240997	43.56666667	-5.7
2240998	0	0
2241001	0	0
2241002	36.83333333	-2.483333333
2241003	0	0
2241004	39.45	-0.333333333
2241005	0	0
2241006	0	0
2241007	28.5	-16.23333333
2241009	0	0
2241011	0	0
2241012	0	0
2241016	0	0
2241021	43.65	-5.85
2241022	43.71666667	-7.9
2241023	36.05	-5.55
2241024	38.91666667	-1.283333333
2241025	0	0
2241026	28.53333333	-15.26666667
2241078	40.35	-3.283333333
2275000	47.65	-3.2
2275100	50.86666667	1.583333333
2275200	49.68333333	-1.9
2275300	48.46666667	-5.05
2275400	42.98333333	6.2
2279114	47.35	-2.1
2275420	41.91666667	8.766666667
2300230	0	0
2301000	60.15	19.95
2302000	60.26666667	25.85
2303000	63.3	21.16666667
2311000	62	-6.783333333
2320001	60.53333333	-1.383333333
2320004	57.13333333	-2.05
2320005	0	0
2320007	55.06666667	-1.466666667
2320008	52.95	0.95
2320009	51.86666667	1.266666667
2320010	0	0
2320011	0	0
2320012	0	0
2320013	49.93333333	-6.3
2320014	49.93333333	-6.3
2320016	49.93333333	-6.3
2320017	49.93333333	-6.3
2320018	53.3	-4.683333333
2320019	0	0
2320021	56.53333333	-6.8
2320022	56.53333333	-6.8
2320024	58.46666667	-6.233333333
2320060	0	0
2320064	0	0
2320204	51.11666667	1.3
2361001	36.13333333	-5.35
2371000	38.01666667	23.83333333
2380100	0	0
2380200	0	0
2380300	0	0
2383050	0	0
2383150	0	0
2383350	0	0
2387010	45.31666667	14.45
2387020	0	0
2387030	0	0
2387040	0	0
2387100	0	0
2387400	0	0
2387401	0	0
2387500	0	0
2387501	0	0
2387800	0	0
2387801	0	0
2391000	38.05	23.58333333
2392000	37.96666667	23.66666667
2424131	0	0
2442000	52.1	4.25
2470001	41.61666667	12.48333333
